1.000000000000000000e+05,2.615267992019653320e+00,1.567618870735168457e+01,1.562427306175231934e+01,1.582728981971740723e+01,1.582528495788574219e+01,1.595988082885742188e+01,1.575648975372314453e+01,1.569626522064208984e+01,1.609567308425903320e+01,1.632018184661865234e+01,1.612281322479248047e+01,1.582658553123474121e+01,1.594605922698974609e+01,1.604514813423156738e+01,1.595269179344177246e+01,1.686286401748657227e+01,1.587939858436584473e+01,1.613040876388549805e+01,1.652645826339721680e+01,1.604505276679992676e+01
3.593813663804625685e+04,9.750957489013671875e-01,5.864535093307495117e+00,5.799100875854492188e+00,5.823292493820190430e+00,5.907177925109863281e+00,5.849351644515991211e+00,5.990184068679809570e+00,5.808806657791137695e+00,5.755825757980346680e+00,5.830983638763427734e+00,5.732971668243408203e+00,5.676772832870483398e+00,5.672557353973388672e+00,5.642096757888793945e+00,5.678655147552490234e+00,5.668245553970336914e+00,5.657094001770019531e+00,5.654602527618408203e+00,5.675722122192382812e+00,5.679546117782592773e+00
1.291549665014882703e+04,3.557624816894531250e-01,2.074261426925659180e+00,2.095455884933471680e+00,2.079547405242919922e+00,2.051826238632202148e+00,2.070588350296020508e+00,2.076064348220825195e+00,2.061657667160034180e+00,2.115925550460815430e+00,2.118455410003662109e+00,2.097337484359741211e+00,2.077969074249267578e+00,2.058686017990112305e+00,2.100291967391967773e+00,2.045095920562744141e+00,2.062299251556396484e+00,2.062567234039306641e+00,2.041492462158203125e+00,2.056111335754394531e+00,2.080433845520019531e+00
4.641588833612777307e+03,1.429917812347412109e-01,8.251852989196777344e-01,8.814949989318847656e-01,8.318867683410644531e-01,7.504048347473144531e-01,7.652816772460937500e-01,7.526652812957763672e-01,7.483296394348144531e-01,7.542328834533691406e-01,7.498023509979248047e-01,7.518851757049560547e-01,7.530851364135742188e-01,7.451894283294677734e-01,7.418000698089599609e-01,7.457058429718017578e-01,7.618427276611328125e-01,7.444102764129638672e-01,7.356424331665039062e-01,7.493739128112792969e-01,7.360024452209472656e-01
1.668100537200059080e+03,4.626750946044921875e-02,2.796077728271484375e-01,2.817850112915039062e-01,2.707045078277587891e-01,2.782666683197021484e-01,2.798736095428466797e-01,2.659230232238769531e-01,2.672317028045654297e-01,2.611246109008789062e-01,2.799861431121826172e-01,2.649786472320556641e-01,2.725837230682373047e-01,2.738392353057861328e-01,2.831709384918212891e-01,2.670989036560058594e-01,2.599186897277832031e-01,2.755887508392333984e-01,3.075630664825439453e-01,2.814338207244873047e-01,2.749674320220947266e-01
5.994842503189408944e+02,1.685905456542968750e-02,9.875178337097167969e-02,9.576034545898437500e-02,9.703731536865234375e-02,1.052219867706298828e-01,1.022334098815917969e-01,1.004421710968017578e-01,1.022353172302246094e-01,1.012325286865234375e-01,1.008484363555908203e-01,1.090521812438964844e-01,1.074266433715820312e-01,1.029458045959472656e-01,1.002078056335449219e-01,1.171169281005859375e-01,1.025347709655761719e-01,9.794926643371582031e-02,9.593892097473144531e-02,9.969711303710937500e-02,1.031384468078613281e-01
2.154434690031882269e+02,6.825208663940429688e-03,3.622412681579589844e-02,4.489612579345703125e-02,4.241180419921875000e-02,3.588390350341796875e-02,3.558993339538574219e-02,4.408407211303710938e-02,4.739308357238769531e-02,4.799556732177734375e-02,3.712868690490722656e-02,3.666567802429199219e-02,3.593611717224121094e-02,3.823757171630859375e-02,3.741312026977539062e-02,3.915190696716308594e-02,3.884792327880859375e-02,4.254055023193359375e-02,4.009819030761718750e-02,3.920888900756835938e-02,3.963732719421386719e-02
7.742636826811269657e+01,3.079891204833984375e-03,1.557850837707519531e-02,1.893711090087890625e-02,1.825594902038574219e-02,1.562142372131347656e-02,1.993155479431152344e-02,1.484704017639160156e-02,1.753854751586914062e-02,1.718068122863769531e-02,1.432132720947265625e-02,1.384496688842773438e-02,1.499009132385253906e-02,2.633571624755859375e-02,1.926350593566894531e-02,1.496624946594238281e-02,1.746606826782226562e-02,1.554417610168457031e-02,1.941442489624023438e-02,2.529335021972656250e-02,1.928257942199707031e-02
2.782559402207124322e+01,2.017021179199218750e-03,6.035804748535156250e-03,5.554914474487304688e-03,5.515098571777343750e-03,5.759477615356445312e-03,8.657455444335937500e-03,5.485773086547851562e-03,5.528926849365234375e-03,5.797147750854492188e-03,5.192518234252929688e-03,5.314350128173828125e-03,5.689620971679687500e-03,5.594253540039062500e-03,6.258487701416015625e-03,5.447864532470703125e-03,5.392789840698242188e-03,5.608320236206054688e-03,5.245447158813476562e-03,6.534099578857421875e-03,6.144285202026367188e-03
1.000000000000000000e+01,1.226186752319335938e-03,2.582073211669921875e-03,2.690076828002929688e-03,2.462148666381835938e-03,2.451419830322265625e-03,2.405881881713867188e-03,2.614259719848632812e-03,2.519845962524414062e-03,2.433776855468750000e-03,2.531766891479492188e-03,2.542257308959960938e-03,2.516984939575195312e-03,2.682447433471679688e-03,2.432346343994140625e-03,2.436399459838867188e-03,2.346515655517578125e-03,2.383947372436523438e-03,2.448558807373046875e-03,2.406358718872070312e-03,2.344131469726562500e-03
