# E=200e3  nu=0.25  sig0 = 200.0  sigu = 600.0  b=200.0  H = 5e3
0,0
0.0005,40
0.001,80
0.0015,116.67840289126
0.002,127.18044304528
0.0025,137.383532872983
0.003,147.291577129326
0.0035,156.90874160356
0.004,166.239455328677
0.0045,175.288397081017
0.005,184.060480726088
0.0045,144.060480726088
0.004,104.060480726088
0.0035,64.0604807260881
0.003,24.0604807260882
0.0025,-15.9395192739118
0.002,-55.9395192739119
0.0015,-95.9395192739119
0.001,-135.939519273912
0.0005,-171.72224991418
0,-180.186509356931
-0.0005,-188.385098869606
-0.001,-196.323576356939
-0.0015,-204.007652022762
-0.002,-211.443182679749
-0.0025,-218.636152998804
-0.003,-225.592656621982
-0.0035,-232.31887728627
-0.004,-238.821070100039
-0.0045,-245.105543106572
-0.005,-251.178639260068
-0.0045,-211.178639260068
-0.004,-171.178639260068
-0.0035,-131.178639260068
-0.003,-91.1786392600678
-0.0025,-51.1786392600678
-0.002,-11.1786392600677
-0.0015,28.8213607399323
-0.001,68.8213607399322
-0.0005,108.821360739932
0,148.821360739932
0.00075,208.821360739932
0.0015,245.852213776617
0.00225,254.379284620328
0.003,262.476111942339
0.00375,270.163950267552
0.0045,277.463768456937
0.00525,284.396163587475
0.006,290.981276050392
0.00675,297.238716097672
0.0075,303.187501772438
0.00675,243.187501772438
0.006,183.187501772439
0.00525,123.187501772438
0.0045,63.1875017724385
0.00375,3.18750177243852
0.003,-56.8124982275615
0.00225,-116.812498227562
0.0015,-176.812498227561
0.00075,-236.812498227561
0,-285.807921487044
-0.000750000000000001,-291.409713670163
-0.0015,-296.742411336362
-0.00225,-301.822854156265
-0.003,-306.667133419431
-0.00375,-311.290590968093
-0.0045,-315.70781546018
-0.00525,-319.932645141616
-0.006,-323.978176264955
-0.00675,-327.856776321827
-0.0075,-331.580101300883
-0.00675,-271.580101300883
-0.006,-211.580101300883
-0.00525,-151.580101300883
-0.0045,-91.5801013008834
-0.00375,-31.5801013008834
-0.003,28.4198986991166
-0.00225,88.4198986991166
-0.0015,148.419898699117
-0.00075,208.419898699117
0,268.419898699117
0.001125,317.41932492597
0.00225,322.592059521462
0.003375,327.489573423894
0.0045,332.141434514585
0.005625,336.574329577161
0.00675,340.812285816176
0.007875,344.876884302778
0.009,348.7874678444
0.010125,352.561340385402
0.01125,356.213955945578
0.010125,266.213955945578
0.009,176.213955945578
0.007875,86.2139559455777
0.00675,-3.78604405442233
0.005625,-93.7860440544223
0.0045,-183.786044054422
0.003375,-273.786044054422
0.00225,-323.876999545408
0.001125,-327.376743421812
0,-330.786481622598
-0.001125,-334.116558273112
-0.00225,-337.376157294207
-0.003375,-340.573429031357
-0.0045,-343.715601019562
-0.005625,-346.809078113366
-0.00675,-349.859532720446
-0.007875,-352.871985896258
-0.009,-355.850880053195
-0.010125,-358.80014401703
-0.01125,-361.723251131331
-0.010125,-271.723251131331
-0.009,-181.723251131331
-0.007875,-91.7232511313312
-0.00675,-1.72325113133122
-0.005625,88.2767488686688
-0.0045,178.276748868669
-0.003375,268.276748868669
-0.00225,329.056444325972
-0.001125,331.949347060987
0,334.822707312514
0.0016875,339.101069736001
0.003375,343.347230062197
0.0050625,347.566711346215
0.00675,351.76409045157
0.0084375,355.943161422023
0.010125,360.10706863388
0.0118125,364.258417532923
0.0135,368.399366655914
0.0151875,372.531704049279
0.016875,376.656910695915
0.0151875,241.656910695915
0.0135,106.656910695915
0.0118125,-28.3430893040851
0.010125,-163.343089304085
0.0084375,-298.343089304085
0.00675,-319.409339273729
0.0050625,-323.524336692216
0.003375,-327.635185296782
0.0016875,-331.742600053421
0,-335.847171903043
-0.0016875,-339.949390128783
-0.003375,-344.049659831618
-0.0050625,-348.14831640567
-0.00675,-352.245637527105
-0.0084375,-356.341853082856
-0.010125,-360.437153392651
-0.0118125,-364.531696017301
-0.0135,-368.625611396082
-0.0151875,-372.719007514395
-0.016875,-376.811973768391
-0.015,-226.811973768391
-0.013125,-76.8119737683912
-0.01125,73.1880262316088
-0.009375,223.188026231609
-0.0075,317.721964736344
-0.005625,322.269152342349
-0.00375,326.816004269628
-0.001875,331.362589524001
0,335.908958604199
